400	2.31E-06	2.31E-06
401	2.31E-06	2.31E-06
402	2.31E-06	2.31E-06
403	2.31E-06	2.31E-06
404	2.31E-06	2.31E-06
405	2.31E-06	2.31E-06
406	2.31E-06	2.31E-06
407	2.31E-06	2.31E-06
408	2.31E-06	2.31E-06
409	2.31E-06	2.31E-06
410	2.31E-06	2.31E-06
411	2.31E-06	2.31E-06
412	2.31E-06	2.31E-06
413	2.31E-06	2.31E-06
414	2.31E-06	2.31E-06
415	2.31E-06	2.31E-06
416	2.31E-06	2.31E-06
417	2.31E-06	2.31E-06
418	2.31E-06	2.31E-06
419	2.31E-06	2.31E-06
420	2.31E-06	2.31E-06
421	2.31E-06	2.31E-06
422	2.31E-06	2.31E-06
423	2.31E-06	2.31E-06
424	2.31E-06	2.31E-06
425	2.31E-06	2.31E-06
426	2.31E-06	2.31E-06
427	2.31E-06	2.31E-06
428	2.31E-06	2.31E-06
429	2.31E-06	2.31E-06
430	2.31E-06	2.31E-06
431	2.31E-06	2.31E-06
432	2.31E-06	2.31E-06
433	2.31E-06	2.31E-06
434	2.31E-06	2.31E-06
435	2.31E-06	2.31E-06
436	2.31E-06	2.31E-06
437	2.31E-06	2.31E-06
438	2.31E-06	2.31E-06
439	2.31E-06	2.31E-06
440	2.31E-06	2.31E-06
441	2.31E-06	2.31E-06
442	2.31E-06	2.31E-06
443	2.31E-06	2.31E-06
444	2.31E-06	2.31E-06
445	2.31E-06	2.31E-06
446	2.31E-06	2.31E-06
447	2.31E-06	2.31E-06
448	2.31E-06	2.31E-06
449	2.31E-06	2.31E-06
450	2.31E-06	2.31E-06
451	2.45E-06	2.45E-06
452	2.47E-06	2.47E-06
453	2.47E-06	2.47E-06
454	2.47E-06	2.47E-06
455	2.47E-06	2.47E-06
456	2.47E-06	2.47E-06
457	2.47E-06	2.47E-06
458	2.47E-06	2.47E-06
459	2.47E-06	2.47E-06
460	2.47E-06	2.47E-06
461	2.77E-06	2.77E-06
462	2.81E-06	2.81E-06
463	2.81E-06	2.81E-06
464	2.81E-06	2.81E-06
465	2.81E-06	2.81E-06
466	2.81E-06	2.81E-06
467	2.81E-06	2.81E-06
468	2.81E-06	2.81E-06
469	2.81E-06	2.81E-06
470	2.81E-06	2.81E-06
471	2.81E-06	2.81E-06
472	2.81E-06	2.81E-06
473	2.81E-06	2.81E-06
474	2.81E-06	2.81E-06
475	2.81E-06	2.81E-06
476	2.81E-06	2.81E-06
477	2.81E-06	2.81E-06
478	2.81E-06	2.81E-06
479	2.81E-06	2.81E-06
480	2.81E-06	2.81E-06
481	2.81E-06	2.81E-06
482	2.81E-06	2.81E-06
483	2.81E-06	2.81E-06
484	2.81E-06	2.81E-06
485	2.81E-06	2.81E-06
486	2.81E-06	2.81E-06
487	2.81E-06	2.81E-06
488	2.81E-06	2.81E-06
489	2.81E-06	2.81E-06
490	2.81E-06	2.81E-06
491	2.81E-06	2.81E-06
492	2.81E-06	2.81E-06
493	2.81E-06	2.81E-06
494	2.81E-06	2.81E-06
495	2.81E-06	2.81E-06
496	2.81E-06	2.81E-06
497	2.81E-06	2.81E-06
498	2.81E-06	2.81E-06
499	2.81E-06	2.81E-06
500	2.81E-06	2.81E-06
501	2.66E-06	2.66E-06
502	2.64E-06	2.64E-06
503	2.64E-06	2.64E-06
504	2.64E-06	2.64E-06
505	2.64E-06	2.64E-06
506	2.64E-06	2.64E-06
507	2.64E-06	2.64E-06
508	2.64E-06	2.64E-06
509	2.64E-06	2.64E-06
510	2.64E-06	2.64E-06
511	2.64E-06	2.64E-06
512	2.64E-06	2.64E-06
513	2.64E-06	2.64E-06
514	2.64E-06	2.64E-06
515	2.64E-06	2.64E-06
516	2.64E-06	2.64E-06
517	2.64E-06	2.64E-06
518	2.64E-06	2.64E-06
519	2.64E-06	2.64E-06
520	2.64E-06	2.64E-06
521	2.79E-06	2.79E-06
522	2.81E-06	2.81E-06
523	2.81E-06	2.81E-06
524	2.81E-06	2.81E-06
525	2.81E-06	2.81E-06
526	2.81E-06	2.81E-06
527	2.81E-06	2.81E-06
528	2.81E-06	2.81E-06
529	2.81E-06	2.81E-06
530	2.81E-06	2.81E-06
531	2.81E-06	2.81E-06
532	2.81E-06	2.81E-06
533	2.81E-06	2.81E-06
534	2.81E-06	2.81E-06
535	2.81E-06	2.81E-06
536	2.81E-06	2.81E-06
537	2.81E-06	2.81E-06
538	2.81E-06	2.81E-06
539	2.81E-06	2.81E-06
540	2.81E-06	2.81E-06
541	2.81E-06	2.81E-06
542	2.81E-06	2.81E-06
543	2.81E-06	2.81E-06
544	2.81E-06	2.81E-06
545	2.81E-06	2.81E-06
546	2.81E-06	2.81E-06
547	2.81E-06	2.81E-06
548	2.81E-06	2.81E-06
549	2.81E-06	2.81E-06
550	2.81E-06	2.81E-06
551	2.81E-06	2.81E-06
552	2.81E-06	2.81E-06
